uid,wav_path,corpus,speaker_id,gender,label,orig_label,label_id,transcript,duration,samplerate,dialogue_id,utterance_id,split
meld_train_dia316_utt8,data/raw/MELD_hf/train/dia316_utt8.flac,meld,meld_Voice,unknown,neutral,neutral,0,"What is the name of your roommate who is very, very sorry and would do anything",6.016,16000,316,8,train
meld_train_dia317_utt0,data/raw/MELD_hf/train/dia317_utt0.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Joseph Francis Tribbiani are you home yet?!!,4.139,16000,317,0,train
meld_train_dia317_utt1,data/raw/MELD_hf/train/dia317_utt1.flac,meld,meld_Rachel,unknown,joy,joy,1,"Umm, I think he's still out. What's wrong?",2.048,16000,317,1,train
meld_train_dia317_utt2,data/raw/MELD_hf/train/dia317_utt2.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Well, I'll tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.",5.589,16000,317,2,train
meld_train_dia317_utt3,data/raw/MELD_hf/train/dia317_utt3.flac,meld,meld_Rachel,unknown,anger,anger,3,"""Pheebs, can't make it, got a date. Talk to you later. Big Daddy."" Big Daddy?",5.056,16000,317,3,train
meld_train_dia317_utt4,data/raw/MELD_hf/train/dia317_utt4.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Oh that's a nickname we were trying out.,2.795,16000,317,4,train
meld_train_dia317_utt5,data/raw/MELD_hf/train/dia317_utt5.flac,meld,meld_Ross,unknown,joy,joy,1,"Hey, y'know what nickname never caught on? The Ross-A-Tron!",3.52,16000,317,5,train
meld_train_dia317_utt6,data/raw/MELD_hf/train/dia317_utt6.flac,meld,meld_Joey,unknown,joy,joy,1,Hey!,0.811,16000,317,6,train
meld_train_dia317_utt7,data/raw/MELD_hf/train/dia317_utt7.flac,meld,meld_Phoebe,unknown,joy,joy,1,Oh! Here's Joseph Francis!,2.795,16000,317,7,train
meld_train_dia317_utt8,data/raw/MELD_hf/train/dia317_utt8.flac,meld,meld_Joey,unknown,surprise,surprise,4,Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,5.056,16000,317,8,train
meld_train_dia317_utt9,data/raw/MELD_hf/train/dia317_utt9.flac,meld,meld_Phoebe,unknown,anger,anger,3,So what?! That doesn't give you the right to ditch me!,2.389,16000,317,9,train
meld_train_dia317_utt10,data/raw/MELD_hf/train/dia317_utt10.flac,meld,meld_Joey,unknown,anger,anger,3,"Hey, you can cancel plans with friends if there is the possibility for sex!",4.224,16000,317,10,train
meld_train_dia317_utt11,data/raw/MELD_hf/train/dia317_utt11.flac,meld,meld_Ross,unknown,neutral,neutral,0,"Phoebe he's right, that is the rule.",1.792,16000,317,11,train
meld_train_dia317_utt12,data/raw/MELD_hf/train/dia317_utt12.flac,meld,meld_Phoebe,unknown,anger,anger,3,I don't accept this rule.,1.301,16000,317,12,train
meld_train_dia317_utt13,data/raw/MELD_hf/train/dia317_utt13.flac,meld,meld_Phoebe,unknown,anger,anger,3,"When we make plans, I expect you to show up.",2.432,16000,317,13,train
meld_train_dia317_utt14,data/raw/MELD_hf/train/dia317_utt14.flac,meld,meld_Phoebe,unknown,anger,anger,3,"Okay, I can't just be a way to kill time 'til you meet someone better!",3.264,16000,317,14,train
meld_train_dia317_utt15,data/raw/MELD_hf/train/dia317_utt15.flac,meld,meld_Phoebe,unknown,anger,anger,3,"Y'know boyfriends and girlfriends come and go, but this is for life!",4.715,16000,317,15,train
meld_train_dia318_utt0,data/raw/MELD_hf/train/dia318_utt0.flac,meld,meld_Rachel,unknown,neutral,neutral,0,Did you know he was in there?,2.347,16000,318,0,train
meld_train_dia318_utt1,data/raw/MELD_hf/train/dia318_utt1.flac,meld,meld_Monica,unknown,neutral,neutral,0,No.,1.003,16000,318,1,train
meld_train_dia318_utt2,data/raw/MELD_hf/train/dia318_utt2.flac,meld,meld_Chandler,unknown,neutral,neutral,0,How long have we been home?,1.344,16000,318,2,train
meld_train_dia318_utt3,data/raw/MELD_hf/train/dia318_utt3.flac,meld,meld_Monica,unknown,neutral,neutral,0,About a half an hour.,1.365,16000,318,3,train
meld_train_dia318_utt4,data/raw/MELD_hf/train/dia318_utt4.flac,meld,meld_Chandler,unknown,neutral,neutral,0,Love,1.003,16000,318,4,train
meld_train_dia319_utt0,data/raw/MELD_hf/train/dia319_utt0.flac,meld,meld_Pete,unknown,neutral,neutral,0,"Lights. Uh, romantic lights.",4.672,16000,319,0,train
meld_train_dia319_utt1,data/raw/MELD_hf/train/dia319_utt1.flac,meld,meld_Monica,unknown,joy,joy,1,"Ooh, nice.",2.517,16000,319,1,train
meld_train_dia319_utt2,data/raw/MELD_hf/train/dia319_utt2.flac,meld,meld_Pete,unknown,neutral,neutral,0,"So ah, there was this thing I wanted to talk to you about.",3.435,16000,319,2,train
meld_train_dia319_utt3,data/raw/MELD_hf/train/dia319_utt3.flac,meld,meld_Monica,unknown,neutral,neutral,0,"Oh, right! I completely forgot about that.",3.605,16000,319,3,train
meld_train_dia319_utt4,data/raw/MELD_hf/train/dia319_utt4.flac,meld,meld_Pete,unknown,neutral,neutral,0,"Well ah, I've been doing a lot of thinking, and I look at my life",6.016,16000,319,4,train
meld_train_dia319_utt5,data/raw/MELD_hf/train/dia319_utt5.flac,meld,meld_Monica,unknown,neutral,neutral,0,Yeah?,1.557,16000,319,5,train
meld_train_dia319_utt6,data/raw/MELD_hf/train/dia319_utt6.flac,meld,meld_Pete,unknown,anger,anger,3,"And I feel like I've conquered the business world, and I feel like I've conquered the intellectual world, and now I-I have the most beautiful woman in the world.",10.987,16000,319,6,train
meld_train_dia319_utt7,data/raw/MELD_hf/train/dia319_utt7.flac,meld,meld_Monica,unknown,surprise,surprise,4,Wow.,1.387,16000,319,7,train
meld_train_dia319_utt8,data/raw/MELD_hf/train/dia319_utt8.flac,meld,meld_Pete,unknown,sadness,sadness,2,There's one thing missing.,1.728,16000,319,8,train
meld_train_dia319_utt9,data/raw/MELD_hf/train/dia319_utt9.flac,meld,meld_Monica,unknown,neutral,neutral,0,What's that?,1.259,16000,319,9,train
meld_train_dia319_utt10,data/raw/MELD_hf/train/dia319_utt10.flac,meld,meld_Pete,unknown,neutral,neutral,0,It's time for me to conquer the physical world.,3.051,16000,319,10,train
meld_train_dia319_utt11,data/raw/MELD_hf/train/dia319_utt11.flac,meld,meld_Monica,unknown,neutral,neutral,0,Okay.,1.515,16000,319,11,train
meld_train_dia319_utt12,data/raw/MELD_hf/train/dia319_utt12.flac,meld,meld_Pete,unknown,neutral,neutral,0,"Monica, I want to become the Ultimate Fighting Champion.",9.387,16000,319,12,train
meld_train_dia319_utt13,data/raw/MELD_hf/train/dia319_utt13.flac,meld,meld_Monica,unknown,surprise,surprise,4,You wanna what?!,1.728,16000,319,13,train
meld_train_dia319_utt14,data/raw/MELD_hf/train/dia319_utt14.flac,meld,meld_Pete,unknown,joy,joy,1,"I want to become the Ultimate Fighting Champion! It's the most intense physical competition in the world, it's banned in 49 states!",6.933,16000,319,14,train
meld_train_dia319_utt15,data/raw/MELD_hf/train/dia319_utt15.flac,meld,meld_Monica,unknown,surprise,surprise,4,What are you talking about?,1.835,16000,319,15,train
meld_train_dia319_utt16,data/raw/MELD_hf/train/dia319_utt16.flac,meld,meld_Pete,unknown,neutral,neutral,0,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, I've even had my own octagon training ring designed.",8.064,16000,319,16,train
meld_train_dia319_utt17,data/raw/MELD_hf/train/dia319_utt17.flac,meld,meld_Monica,unknown,joy,joy,1,And I suppose you used a ring designer for that.,2.923,16000,319,17,train
meld_train_dia319_utt18,data/raw/MELD_hf/train/dia319_utt18.flac,meld,meld_Pete,unknown,neutral,neutral,0,Yeah.,1.344,16000,319,18,train
meld_train_dia319_utt19,data/raw/MELD_hf/train/dia319_utt19.flac,meld,meld_Pete,unknown,joy,joy,1,"Monica, I want you there in the front row when I win.",3.52,16000,319,19,train
meld_train_dia319_utt20,data/raw/MELD_hf/train/dia319_utt20.flac,meld,meld_Pete,unknown,joy,joy,1,I want you close enough to smell the blood.,2.517,16000,319,20,train
meld_train_dia319_utt21,data/raw/MELD_hf/train/dia319_utt21.flac,meld,meld_Pete,unknown,neutral,neutral,0,What do you think?,1.685,16000,319,21,train
meld_train_dia319_utt22,data/raw/MELD_hf/train/dia319_utt22.flac,meld,meld_Monica,unknown,disgust,disgust,6,My parents will be so happy.,2.261,16000,319,22,train
meld_train_dia320_utt0,data/raw/MELD_hf/train/dia320_utt0.flac,meld,meld_Chandler,unknown,neutral,neutral,0,Okay to come in?,3.52,16000,320,0,train
meld_train_dia320_utt1,data/raw/MELD_hf/train/dia320_utt1.flac,meld,meld_Monica,unknown,neutral,neutral,0,"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.",5.717,16000,320,1,train
meld_train_dia320_utt2,data/raw/MELD_hf/train/dia320_utt2.flac,meld,meld_Chandler,unknown,neutral,neutral,0,"Yeah I know, guess who beeped him?",2.475,16000,320,2,train
meld_train_dia320_utt3,data/raw/MELD_hf/train/dia320_utt3.flac,meld,meld_Monica,unknown,surprise,surprise,4,What?!,0.597,16000,320,3,train
meld_train_dia320_utt4,data/raw/MELD_hf/train/dia320_utt4.flac,meld,meld_Chandler,unknown,sadness,sadness,2,I'm the ruptured spleen.,2.645,16000,320,4,train
meld_train_dia320_utt5,data/raw/MELD_hf/train/dia320_utt5.flac,meld,meld_Monica,unknown,joy,joy,1,Why would you do that?,3.605,16000,320,5,train
meld_train_dia320_utt6,data/raw/MELD_hf/train/dia320_utt6.flac,meld,meld_Chandler,unknown,sadness,sadness,2,Because you shouldn't be with him. You should be with me.,1.557,16000,320,6,train
meld_train_dia320_utt7,data/raw/MELD_hf/train/dia320_utt7.flac,meld,meld_Monica,unknown,surprise,surprise,4,Really?,2.133,16000,320,7,train
meld_train_dia320_utt8,data/raw/MELD_hf/train/dia320_utt8.flac,meld,meld_Chandler,unknown,sadness,sadness,2,"When you were talking about Roger, that was killing me!",4.715,16000,320,8,train
meld_train_dia320_utt9,data/raw/MELD_hf/train/dia320_utt9.flac,meld,meld_Chandler,unknown,neutral,neutral,0,"Look, things like last night they don't just happen.",2.347,16000,320,9,train
meld_train_dia320_utt10,data/raw/MELD_hf/train/dia320_utt10.flac,meld,meld_Chandler,unknown,neutral,neutral,0,Or at least not to me.,4.181,16000,320,10,train
meld_train_dia320_utt11,data/raw/MELD_hf/train/dia320_utt11.flac,meld,meld_Chandler,unknown,neutral,neutral,0,"Or with the other two women, in the morning y'know I was just lying there and I couldn't wait to just go hang out with my friends, but with you I always y'know with a friend.",11.349,16000,320,11,train
meld_train_dia320_utt12,data/raw/MELD_hf/train/dia320_utt12.flac,meld,meld_Monica,unknown,surprise,surprise,4,Chandler!,3.605,16000,320,12,train
meld_train_dia320_utt13,data/raw/MELD_hf/train/dia320_utt13.flac,meld,meld_Chandler,unknown,sadness,sadness,2,"I know you probably don't want to go out with me, y'know because I make too many jokes and I've never been in a serious relationship and I guess I'm not technically a ""doctor...""",10.304,16000,320,13,train
meld_train_dia320_utt14,data/raw/MELD_hf/train/dia320_utt14.flac,meld,meld_Monica,unknown,neutral,neutral,0,"There was just one woman, wasn't there?",2.219,16000,320,14,train
meld_train_dia320_utt15,data/raw/MELD_hf/train/dia320_utt15.flac,meld,meld_Chandler,unknown,neutral,neutral,0,"No, there were two.",1.515,16000,320,15,train
meld_train_dia320_utt16,data/raw/MELD_hf/train/dia320_utt16.flac,meld,meld_Monica,unknown,surprise,surprise,4,Including me?,0.875,16000,320,16,train
meld_train_dia320_utt17,data/raw/MELD_hf/train/dia320_utt17.flac,meld,meld_Chandler,unknown,joy,joy,1,Oh yeah.,0.981,16000,320,17,train
meld_train_dia321_utt0,data/raw/MELD_hf/train/dia321_utt0.flac,meld,meld_Phoebe,unknown,joy,joy,1,Hey!,0.64,16000,321,0,train
meld_train_dia321_utt1,data/raw/MELD_hf/train/dia321_utt1.flac,meld,meld_Eric,unknown,joy,joy,1,Welcome back!,1.771,16000,321,1,train
meld_train_dia321_utt2,data/raw/MELD_hf/train/dia321_utt2.flac,meld,meld_Phoebe,unknown,joy,joy,1,Hey! Can we pick up where we left off?,2.645,16000,321,2,train
meld_train_dia321_utt3,data/raw/MELD_hf/train/dia321_utt3.flac,meld,meld_Eric,unknown,neutral,neutral,0,"I don't know, I'm still pretty tired out from this afternoon.",1.728,16000,321,3,train
meld_train_dia321_utt4,data/raw/MELD_hf/train/dia321_utt4.flac,meld,meld_Phoebe,unknown,surprise,surprise,4,Why?,0.619,16000,321,4,train
meld_train_dia321_utt5,data/raw/MELD_hf/train/dia321_utt5.flac,meld,meld_Eric,unknown,neutral,neutral,0,"Uh, the sex.",1.707,16000,321,5,train
meld_train_dia321_utt6,data/raw/MELD_hf/train/dia321_utt6.flac,meld,meld_Phoebe,unknown,surprise,surprise,4,What sex?,0.896,16000,321,6,train
meld_train_dia321_utt7,data/raw/MELD_hf/train/dia321_utt7.flac,meld,meld_Eric,unknown,joy,joy,1,Our sex.,1.045,16000,321,7,train
meld_train_dia321_utt8,data/raw/MELD_hf/train/dia321_utt8.flac,meld,meld_Phoebe,unknown,surprise,surprise,4,We didn't have sex.,1.387,16000,321,8,train
meld_train_dia321_utt9,data/raw/MELD_hf/train/dia321_utt9.flac,meld,meld_Eric,unknown,neutral,neutral,0,"Well if I didn't have sex with you, I had sex with someone that looked an awful lot like",6.229,16000,321,9,train
meld_train_dia321_utt10,data/raw/MELD_hf/train/dia321_utt10.flac,meld,meld_Phoebe,unknown,disgust,disgust,6,Ew! Ew! Ew! Ew! Ew! Ew!,3.328,16000,321,10,train
meld_train_dia321_utt11,data/raw/MELD_hf/train/dia321_utt11.flac,meld,meld_Eric,unknown,disgust,disgust,6,Oh no! Oh no! Oh no! Oh no! No! No! No!,1.088,16000,321,11,train
meld_train_dia322_utt0,data/raw/MELD_hf/train/dia322_utt0.flac,meld,meld_Monica,unknown,disgust,disgust,6,Oh my God Stu! I-I can't believe you did this! Now are you absolutely sure she's a hooker?,5.397,16000,322,0,train
meld_train_dia322_utt1,data/raw/MELD_hf/train/dia322_utt1.flac,meld,meld_Stu,unknown,surprise,surprise,4,"Either that or she's just the best, most expensive date I ever had.",3.712,16000,322,1,train
meld_train_dia323_utt0,data/raw/MELD_hf/train/dia323_utt0.flac,meld,meld_Monica,unknown,sadness,sadness,2,Would you look at them. Am I ever gonna find a boyfriend again? I gonna die an old maid.,7.381,16000,323,0,train
meld_train_dia324_utt0,data/raw/MELD_hf/train/dia324_utt0.flac,meld,meld_Phoebe Sr.,unknown,neutral,neutral,0,I'm your mother.,0.853,16000,324,0,train
meld_train_dia324_utt1,data/raw/MELD_hf/train/dia324_utt1.flac,meld,meld_Phoebe,unknown,surprise,surprise,4,Ehh?,1.173,16000,324,1,train
meld_train_dia324_utt2,data/raw/MELD_hf/train/dia324_utt2.flac,meld,meld_Joey,unknown,neutral,neutral,0,"Oh, and then Monica joked that she wouldn't go out with a guy like Chandler...",2.731,16000,324,2,train
meld_train_dia324_utt3,data/raw/MELD_hf/train/dia324_utt3.flac,meld,meld_Chandler,unknown,neutral,neutral,0,Hi there.,1.515,16000,324,3,train
meld_train_dia324_utt4,data/raw/MELD_hf/train/dia324_utt4.flac,meld,meld_Joey,unknown,neutral,neutral,0,"...and he couldn't let it go, and... I don't really know what happened with that either.",5.803,16000,324,4,train
meld_train_dia324_utt5,data/raw/MELD_hf/train/dia324_utt5.flac,meld,meld_Joey,unknown,neutral,neutral,0,"And then Ross's new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.",14.144,16000,324,5,train
meld_train_dia324_utt6,data/raw/MELD_hf/train/dia324_utt6.flac,meld,meld_Joey,unknown,neutral,neutral,0,"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don't know what happened there either...",7.467,16000,324,6,train
meld_train_dia324_utt7,data/raw/MELD_hf/train/dia324_utt7.flac,meld,meld_Joey,unknown,neutral,neutral,0,"Y'know what, hold on, let me go get Chandler.",2.261,16000,324,7,train
meld_train_dia325_utt0,data/raw/MELD_hf/train/dia325_utt0.flac,meld,meld_Ross,unknown,neutral,neutral,0,"Uh Mr. Morse, can I speak to you for a moment?",2.965,16000,325,0,train
meld_train_dia326_utt0,data/raw/MELD_hf/train/dia326_utt0.flac,meld,meld_Phoebe,unknown,sadness,sadness,2,"Well yeah, I lied before.",2.56,16000,326,0,train
meld_train_dia326_utt1,data/raw/MELD_hf/train/dia326_utt1.flac,meld,meld_Rachel,unknown,surprise,surprise,4,Oh!,1.301,16000,326,1,train
meld_train_dia326_utt2,data/raw/MELD_hf/train/dia326_utt2.flac,meld,meld_Monica,unknown,surprise,surprise,4,Oh God,4.715,16000,326,2,train
meld_train_dia326_utt3,data/raw/MELD_hf/train/dia326_utt3.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Now you know how you really feel about it.,1.92,16000,326,3,train
meld_train_dia326_utt4,data/raw/MELD_hf/train/dia326_utt4.flac,meld,meld_Rachel,unknown,surprise,surprise,4,"Oh-oh, that's a risky little game!",2.944,16000,326,4,train
meld_train_dia326_utt5,data/raw/MELD_hf/train/dia326_utt5.flac,meld,meld_Monica,unknown,fear,fear,5,Are you really gonna do this?,1.515,16000,326,5,train
meld_train_dia326_utt6,data/raw/MELD_hf/train/dia326_utt6.flac,meld,meld_Rachel,unknown,joy,joy,1,Yeah. I'm gonna have a baby. I'm gonna have a baby. I'm gonna have a baby!,3.435,16000,326,6,train
meld_train_dia326_utt7,data/raw/MELD_hf/train/dia326_utt7.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,With who?,0.427,16000,326,7,train
meld_train_dia326_utt8,data/raw/MELD_hf/train/dia326_utt8.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Ah, it's still not the time.",3.157,16000,326,8,train
meld_train_dia327_utt0,data/raw/MELD_hf/train/dia327_utt0.flac,meld,meld_Phoebe,unknown,anger,anger,3,You said I was boring--Ohh!,2.731,16000,327,0,train
meld_train_dia327_utt1,data/raw/MELD_hf/train/dia327_utt1.flac,meld,meld_Ross,unknown,neutral,neutral,0,When did I say you were boring?!,1.515,16000,327,1,train
meld_train_dia327_utt2,data/raw/MELD_hf/train/dia327_utt2.flac,meld,meld_Phoebe,unknown,surprise,surprise,4,"Oh my God, I remember now! We were playing chess!",3.093,16000,327,2,train
meld_train_dia327_utt3,data/raw/MELD_hf/train/dia327_utt3.flac,meld,meld_Ross,unknown,neutral,neutral,0,Phoebe! You and I have,2.965,16000,327,3,train
meld_train_dia327_utt4,data/raw/MELD_hf/train/dia327_utt4.flac,meld,meld_Phoebe,unknown,joy,joy,1,"Oh, come on!",1.045,16000,327,4,train
meld_train_dia327_utt5,data/raw/MELD_hf/train/dia327_utt5.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Yes, remember that time on the frozen lake?",3.968,16000,327,5,train
meld_train_dia327_utt6,data/raw/MELD_hf/train/dia327_utt6.flac,meld,meld_Phoebe,unknown,anger,anger,3,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",3.968,16000,327,6,train
meld_train_dia327_utt7,data/raw/MELD_hf/train/dia327_utt7.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Okay, there's a",2.517,16000,327,7,train
meld_train_dia328_utt0,data/raw/MELD_hf/train/dia328_utt0.flac,meld,meld_Jill,unknown,anger,anger,3,"All right, I'm leaving!",2.731,16000,328,0,train
meld_train_dia328_utt1,data/raw/MELD_hf/train/dia328_utt1.flac,meld,meld_Jill,unknown,anger,anger,3,Because I'm not going to spend one more day with someone whose out to sabotage my every move.,5.397,16000,328,1,train
meld_train_dia328_utt2,data/raw/MELD_hf/train/dia328_utt2.flac,meld,meld_Jill,unknown,anger,anger,3,That's you Rachel!,1.216,16000,328,2,train
meld_train_dia328_utt3,data/raw/MELD_hf/train/dia328_utt3.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Yeah, I got that.",1.173,16000,328,3,train
meld_train_dia328_utt4,data/raw/MELD_hf/train/dia328_utt4.flac,meld,meld_Jill,unknown,anger,anger,3,"And you! I throw myself at you and you say no, how gay are you?",4.523,16000,328,4,train
meld_train_dia328_utt5,data/raw/MELD_hf/train/dia328_utt5.flac,meld,meld_Ross,unknown,neutral,neutral,0,You take care Jill.,2.091,16000,328,5,train
meld_train_dia328_utt6,data/raw/MELD_hf/train/dia328_utt6.flac,meld,meld_Jill,unknown,joy,joy,1,"Okay, see ya!",0.725,16000,328,6,train
meld_train_dia328_utt7,data/raw/MELD_hf/train/dia328_utt7.flac,meld,meld_Joey,unknown,joy,joy,1,Bye-bye,2.133,16000,328,7,train
meld_train_dia328_utt8,data/raw/MELD_hf/train/dia328_utt8.flac,meld,meld_Chandler,unknown,sadness,sadness,2,"I-I can't believe Jill's gone. I can't help it, I opened a gate.",6.976,16000,328,8,train
meld_train_dia329_utt0,data/raw/MELD_hf/train/dia329_utt0.flac,meld,meld_Monica,unknown,joy,joy,1,"How about, you're moving!!",1.643,16000,329,0,train
meld_train_dia329_utt1,data/raw/MELD_hf/train/dia329_utt1.flac,meld,meld_Rachel,unknown,anger,anger,3,Look! This is ridiculous. We should be packing you!!,5.013,16000,329,1,train
meld_train_dia329_utt2,data/raw/MELD_hf/train/dia329_utt2.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Hey, how are you guys doing?",1.408,16000,329,2,train
meld_train_dia329_utt3,data/raw/MELD_hf/train/dia329_utt3.flac,meld,meld_Rachel,unknown,joy,joy,1,Great! Monica's moving!,1.664,16000,329,3,train
meld_train_dia329_utt4,data/raw/MELD_hf/train/dia329_utt4.flac,meld,meld_Monica,unknown,anger,anger,3,I am not!,1.088,16000,329,4,train
meld_train_dia329_utt5,data/raw/MELD_hf/train/dia329_utt5.flac,meld,meld_Rachel,unknown,surprise,surprise,4,Oh really?! Then how come all your stuff is in this box?!,3.051,16000,329,5,train
meld_train_dia329_utt6,data/raw/MELD_hf/train/dia329_utt6.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Okay, you guys. You guys I think I know what's going on here. Okay, you guys",3.435,16000,329,6,train
meld_train_dia329_utt7,data/raw/MELD_hf/train/dia329_utt7.flac,meld,meld_Monica,unknown,anger,anger,3,No Phoebe I am mad!,1.237,16000,329,7,train
meld_train_dia329_utt8,data/raw/MELD_hf/train/dia329_utt8.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,"Well, deep-deep-deep down!",0.896,16000,329,8,train
meld_train_dia329_utt9,data/raw/MELD_hf/train/dia329_utt9.flac,meld,meld_Rachel,unknown,anger,anger,3,"Yeah, I'm just mad!",1.472,16000,329,9,train
meld_train_dia329_utt10,data/raw/MELD_hf/train/dia329_utt10.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,Then keep running.,1.131,16000,329,10,train
meld_train_dia330_utt0,data/raw/MELD_hf/train/dia330_utt0.flac,meld,meld_Joshua,unknown,neutral,neutral,0,Okay!,3.349,16000,330,0,train
meld_train_dia330_utt1,data/raw/MELD_hf/train/dia330_utt1.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Oh, here's that trench-coat that you wanted.",7.36,16000,330,1,train
meld_train_dia330_utt2,data/raw/MELD_hf/train/dia330_utt2.flac,meld,meld_Joshua,unknown,joy,joy,1,"Oh great! Wow! Yeah, it's comfortable.",0.128,16000,330,2,train
meld_train_dia330_utt3,data/raw/MELD_hf/train/dia330_utt3.flac,meld,meld_Rachel,unknown,neutral,neutral,0,Yeah?,1.643,16000,330,3,train
meld_train_dia331_utt0,data/raw/MELD_hf/train/dia331_utt0.flac,meld,meld_Phoebe,unknown,anger,anger,3,Oh! Here we,1.6,16000,331,0,train
meld_train_dia331_utt1,data/raw/MELD_hf/train/dia331_utt1.flac,meld,meld_Chandler,unknown,neutral,neutral,0,"All right, y'know what, we've been talking about London too much haven't we?",2.304,16000,331,1,train
meld_train_dia331_utt2,data/raw/MELD_hf/train/dia331_utt2.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,I'm sorry.,1.003,16000,331,2,train
meld_train_dia331_utt3,data/raw/MELD_hf/train/dia331_utt3.flac,meld,meld_Phoebe,unknown,neutral,neutral,0,It's just 'cause I couldn't be there.,2.795,16000,331,3,train
meld_train_dia331_utt4,data/raw/MELD_hf/train/dia331_utt4.flac,meld,meld_Phoebe,unknown,sadness,sadness,2,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",3.477,16000,331,4,train
meld_train_dia331_utt5,data/raw/MELD_hf/train/dia331_utt5.flac,meld,meld_All,unknown,neutral,neutral,0,Sorry.,1.472,16000,331,5,train
meld_train_dia331_utt6,data/raw/MELD_hf/train/dia331_utt6.flac,meld,meld_Monica,unknown,neutral,neutral,0,What happened?,3.093,16000,331,6,train
meld_train_dia331_utt7,data/raw/MELD_hf/train/dia331_utt7.flac,meld,meld_Rachel,unknown,neutral,neutral,0,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",1.685,16000,331,7,train
meld_train_dia331_utt8,data/raw/MELD_hf/train/dia331_utt8.flac,meld,meld_Monica,unknown,joy,joy,1,"See, didn't I tell you?! You're getting over Ross already!",4.011,16000,331,8,train
meld_train_dia331_utt9,data/raw/MELD_hf/train/dia331_utt9.flac,meld,meld_Gunther,unknown,joy,joy,1,Get out!,1.045,16000,331,9,train
meld_train_dia332_utt0,data/raw/MELD_hf/train/dia332_utt0.flac,meld,meld_Ross,unknown,surprise,surprise,4,I just didn't see the fast song coming.,2.432,16000,332,0,train
meld_train_dia332_utt1,data/raw/MELD_hf/train/dia332_utt1.flac,meld,meld_Joey,unknown,neutral,neutral,0,Shh.,0.064,16000,332,1,train
meld_train_dia332_utt2,data/raw/MELD_hf/train/dia332_utt2.flac,meld,meld_Joey,unknown,neutral,neutral,0,Shh.,1.771,16000,332,2,train
meld_train_dia332_utt3,data/raw/MELD_hf/train/dia332_utt3.flac,meld,meld_Joey,unknown,neutral,neutral,0,"Don't try to talk, we'll get you up to your room, we'll soak your feet, you'll be okay.",2.731,16000,332,3,train
meld_train_dia332_utt4,data/raw/MELD_hf/train/dia332_utt4.flac,meld,meld_Ross,unknown,neutral,neutral,0,"Oh, thank you.",0.917,16000,332,4,train
meld_train_dia332_utt5,data/raw/MELD_hf/train/dia332_utt5.flac,meld,meld_Mona,unknown,joy,joy,1,That is so sweet!,1.365,16000,332,5,train
meld_train_dia332_utt6,data/raw/MELD_hf/train/dia332_utt6.flac,meld,meld_Joey,unknown,neutral,neutral,0,Yeah.,1.429,16000,332,6,train
meld_train_dia332_utt7,data/raw/MELD_hf/train/dia332_utt7.flac,meld,meld_Mona,unknown,anger,anger,3,"No, I mean it. There are so few genuinely nice guys out there.",4.352,16000,332,7,train
meld_train_dia332_utt8,data/raw/MELD_hf/train/dia332_utt8.flac,meld,meld_Joey,unknown,neutral,neutral,0,"Tell me about it, I feel like I'm holding down the fort all by myself.",4.224,16000,332,8,train
meld_train_dia332_utt9,data/raw/MELD_hf/train/dia332_utt9.flac,meld,meld_Mona,unknown,neutral,neutral,0,It's Joey right?,1.323,16000,332,9,train
meld_train_dia332_utt10,data/raw/MELD_hf/train/dia332_utt10.flac,meld,meld_Joey,unknown,neutral,neutral,0,Yeah.,1.301,16000,332,10,train
meld_train_dia332_utt11,data/raw/MELD_hf/train/dia332_utt11.flac,meld,meld_Ross,unknown,surprise,surprise,4,Wait a minute!,0.661,16000,332,11,train
meld_train_dia332_utt12,data/raw/MELD_hf/train/dia332_utt12.flac,meld,meld_Ross,unknown,anger,anger,3,No!,1.024,16000,332,12,train
meld_train_dia332_utt13,data/raw/MELD_hf/train/dia332_utt13.flac,meld,meld_Ross,unknown,surprise,surprise,4,I'm the nice one!,1.877,16000,332,13,train
